week,date,client_id,brand,region,demand,supply,quantity_sold,production_volume,price_per_unit,cost_per_unit,total_revenue,profit_margin,inventory_level,min_stock_threshold,reorder_quantity,disruption_prob,emission_factor,shelf_life_days,storage_condition
344,2021-08-09,1,Amul,Gujarat,1071,1185,1067,1492,52.25,30.63,55750.75,0.4138,1200,61.5,164.47,0.167,1.375,7,Tetra Pack
345,2021-08-16,1,Amul,Gujarat,1107,1164,981,1562,51.35,29.03,50374.35,0.4347,1200,58.12,150.76,0.1435,1.402,3,Polythene Packet
346,2021-08-23,1,Amul,Gujarat,952,1085,919,1532,51.32,29.43,47163.08,0.4265,1200,55.4,152.93,0.1505,1.229,7,Polythene Packet
347,2021-08-30,1,Amul,Gujarat,944,1055,858,1488,52.26,30.23,44839.08,0.4215,1200,60.51,140.77,0.1934,1.399,3,Polythene Packet
348,2021-09-06,1,Amul,Gujarat,1171,1237,1078,1528,51.16,29.7,55150.48,0.4195,1200,56.87,140.65,0.1566,1.511,3,Tetra Pack
349,2021-09-13,1,Amul,Gujarat,1137,1212,1112,1439,50.97,29.16,56678.64,0.4279,1200,55.27,157.06,0.1745,1.414,5,Refrigerated
350,2021-09-20,1,Amul,Gujarat,1204,1229,1078,1453,51.94,30.25,55991.32,0.4176,1200,56.84,138.17,0.1653,1.38,7,Refrigerated
351,2021-09-27,1,Amul,Gujarat,1154,1261,1055,1489,50.8,29.78,53594.0,0.4138,1200,62.12,140.28,0.1788,1.37,5,Tetra Pack
352,2021-10-04,1,Amul,Gujarat,1101,1132,989,1522,51.94,30.63,51368.66,0.4103,1200,59.48,147.16,0.0726,1.444,7,Tetra Pack
353,2021-10-11,1,Amul,Gujarat,1042,1154,950,1478,51.89,30.18,49295.5,0.4184,1200,61.77,144.05,0.0888,1.309,3,Tetra Pack
354,2021-10-18,1,Amul,Gujarat,1082,1119,964,1518,51.35,30.11,49501.4,0.4136,1200,61.77,155.48,0.0653,1.562,5,Tetra Pack
355,2021-10-25,1,Amul,Gujarat,1118,1302,1116,1505,51.92,29.85,57942.72,0.4251,1200,56.07,158.42,0.0616,1.236,7,Tetra Pack
356,2021-11-01,1,Amul,Gujarat,1325,1507,1314,1450,51.95,30.31,68262.3,0.4166,1200,57.68,162.37,0.0912,1.311,5,Refrigerated
357,2021-11-08,1,Amul,Gujarat,1102,1289,989,1420,51.61,30.13,51042.29,0.4162,1200,60.96,138.22,0.0862,1.524,3,Polythene Packet
358,2021-11-15,1,Amul,Gujarat,1144,1207,1097,1449,52.73,30.59,57844.81,0.4199,1200,57.72,159.48,0.0838,1.281,5,Tetra Pack
359,2021-11-22,1,Amul,Gujarat,1347,1445,1194,1479,52.25,30.01,62386.5,0.4256,1200,63.43,148.38,0.0953,1.413,7,Refrigerated
360,2021-11-29,1,Amul,Gujarat,1128,1223,1065,1463,52.3,30.38,55699.5,0.4191,1200,62.96,152.86,0.0738,1.47,7,Tetra Pack
361,2021-12-06,1,Amul,Gujarat,1300,1364,1258,1453,52.5,29.84,66045.0,0.4316,1200,56.44,135.26,0.1091,1.26,3,Refrigerated
362,2021-12-13,1,Amul,Gujarat,983,1086,917,1408,52.2,30.51,47867.4,0.4155,1200,57.11,142.1,0.3444,1.52,5,Refrigerated
363,2021-12-20,1,Amul,Gujarat,1181,1244,1108,1580,53.08,30.42,58812.64,0.4269,1200,60.66,162.5,0.1063,0.981,7,Tetra Pack
364,2021-12-27,1,Amul,Gujarat,1368,1486,1244,1426,52.88,30.86,65782.72,0.4164,1200,61.32,151.29,0.0791,1.391,3,Tetra Pack
365,2022-01-03,1,Amul,Gujarat,1190,1264,1070,1528,53.54,31.01,57287.8,0.4208,1200,60.17,137.53,0.0674,1.513,7,Refrigerated
366,2022-01-10,1,Amul,Gujarat,1138,1168,1099,1528,53.71,31.48,59027.29,0.4139,1200,55.79,144.93,0.0796,1.346,5,Polythene Packet
367,2022-01-17,1,Amul,Gujarat,1227,1290,1121,1452,52.81,30.48,59200.01,0.4228,1200,58.39,135.21,0.1041,1.35,5,Refrigerated
368,2022-01-24,1,Amul,Gujarat,1281,1377,1222,1502,53.2,30.42,65010.4,0.4282,1200,59.0,163.41,0.0657,1.383,5,Refrigerated
369,2022-01-31,1,Amul,Gujarat,1306,1453,1180,1518,54.06,31.46,63790.8,0.4181,1200,55.5,139.5,0.0887,1.313,5,Refrigerated
370,2022-02-07,1,Amul,Gujarat,1336,1337,1255,1595,54.1,31.23,67895.5,0.4227,1200,59.85,139.48,0.0817,1.319,5,Tetra Pack
371,2022-02-14,1,Amul,Gujarat,1414,1552,1256,1523,53.44,31.21,67120.64,0.416,1200,64.79,150.06,0.0687,1.373,5,Refrigerated
372,2022-02-21,1,Amul,Gujarat,1260,1374,1237,1458,54.12,31.27,66946.44,0.4222,1200,61.23,145.68,0.0642,1.348,7,Tetra Pack
373,2022-02-28,1,Amul,Gujarat,1408,1546,1260,1540,53.74,31.09,67712.4,0.4215,1200,56.06,150.18,0.0981,1.415,7,Polythene Packet
374,2022-03-07,1,Amul,Gujarat,1363,1554,1280,1479,53.85,30.28,68928.0,0.4377,1200,59.04,145.0,0.0794,1.351,5,Refrigerated
375,2022-03-14,1,Amul,Gujarat,1314,1391,1193,1480,54.4,31.63,64899.2,0.4186,1200,58.07,136.05,0.0819,1.165,5,Tetra Pack
376,2022-03-21,1,Amul,Gujarat,1428,1535,1300,1505,54.36,31.05,70668.0,0.4288,1200,62.09,135.63,0.1215,1.403,5,Refrigerated
377,2022-03-28,1,Amul,Gujarat,1217,1307,1198,1515,55.16,31.73,66081.68,0.4248,1200,56.27,140.36,0.0827,1.283,5,Tetra Pack
378,2022-04-04,1,Amul,Gujarat,1404,1440,1353,1516,54.92,31.5,74306.76,0.4264,1200,60.1,144.0,0.0619,1.387,3,Tetra Pack
379,2022-04-11,1,Amul,Gujarat,1330,1432,1319,1450,55.04,32.08,72597.76,0.4172,1200,56.08,161.28,0.1005,1.257,7,Tetra Pack
380,2022-04-18,1,Amul,Gujarat,1582,1704,1494,1514,54.84,32.09,81930.96,0.4148,1200,56.55,144.04,0.1387,1.311,5,Tetra Pack
381,2022-04-25,1,Amul,Gujarat,1238,1328,1213,1508,55.87,32.81,67770.31,0.4127,1200,56.98,144.56,0.0623,1.34,5,Tetra Pack
382,2022-05-02,1,Amul,Gujarat,1443,1603,1381,1459,53.81,31.35,74311.61,0.4174,1200,57.09,137.18,0.0804,1.259,7,Tetra Pack
383,2022-05-09,1,Amul,Gujarat,1408,1484,1247,1419,53.59,31.08,66826.73,0.42,1200,62.73,159.1,0.0668,1.179,3,Tetra Pack
384,2022-05-16,1,Amul,Gujarat,1317,1380,1216,1525,54.13,31.15,65822.08,0.4245,1200,60.79,162.34,0.0908,1.477,5,Tetra Pack
385,2022-05-23,1,Amul,Gujarat,1306,1475,1289,1513,54.68,31.81,70482.52,0.4183,1200,56.67,158.92,0.0919,1.488,7,Tetra Pack
386,2022-05-30,1,Amul,Gujarat,1313,1423,1242,1483,54.46,31.92,67639.32,0.4139,1200,56.2,160.55,0.0987,1.385,3,Polythene Packet
387,2022-06-06,1,Amul,Gujarat,1410,1533,1348,1474,53.83,31.16,72562.84,0.4211,1200,60.91,154.58,0.0601,1.225,5,Tetra Pack
388,2022-06-13,1,Amul,Gujarat,1333,1552,1287,1518,53.52,30.62,68880.24,0.4279,1200,64.67,148.57,0.0716,1.442,3,Tetra Pack
389,2022-06-20,1,Amul,Gujarat,1309,1418,1164,1543,52.71,30.91,61354.44,0.4136,1200,59.85,158.34,0.0637,1.487,5,Tetra Pack
390,2022-06-27,1,Amul,Gujarat,1160,1227,1093,1549,52.4,30.66,57273.2,0.4149,1200,62.24,152.32,0.1042,1.303,5,Tetra Pack
391,2022-07-04,1,Amul,Gujarat,1423,1483,1285,1475,52.76,30.77,67796.6,0.4168,1200,55.38,156.52,0.1458,1.323,5,Tetra Pack
392,2022-07-11,1,Amul,Gujarat,1150,1214,1051,1417,53.01,30.36,55713.51,0.4273,1200,59.18,137.19,0.1642,1.391,5,Polythene Packet
393,2022-07-18,1,Amul,Gujarat,1263,1195,1197,1426,51.42,30.44,61549.74,0.408,1200,55.65,148.97,0.4379,1.435,5,Tetra Pack
394,2022-07-25,1,Amul,Gujarat,1093,1148,1070,1413,51.68,30.35,55297.6,0.4127,1200,64.68,161.7,0.2083,1.406,5,Tetra Pack
395,2022-08-01,1,Amul,Gujarat,1125,1129,1066,1521,52.06,29.95,55495.96,0.4247,1200,64.91,143.34,0.2056,1.47,5,Tetra Pack
396,2022-08-08,1,Amul,Gujarat,1154,1211,1136,1496,51.4,29.48,58390.4,0.4265,1200,55.48,145.57,0.1737,1.337,7,Tetra Pack
397,2022-08-15,1,Amul,Gujarat,1052,1133,989,1498,51.87,30.17,51299.43,0.4184,1200,64.48,158.01,0.1501,1.304,5,Refrigerated
398,2022-08-22,1,Amul,Gujarat,1158,1332,1097,1492,51.27,29.78,56243.19,0.4192,1200,57.69,135.63,0.146,1.201,7,Tetra Pack
399,2022-08-29,1,Amul,Gujarat,1329,1369,1257,1482,50.76,29.23,63805.32,0.4242,1200,55.41,145.42,0.1687,1.538,5,Refrigerated
400,2022-09-05,1,Amul,Gujarat,1143,1259,1118,1542,51.72,30.02,57822.96,0.4196,1200,60.17,138.51,0.163,1.357,5,Tetra Pack
401,2022-09-12,1,Amul,Gujarat,1337,1466,1238,1487,52.38,30.2,64846.44,0.4234,1200,59.11,141.53,0.1544,1.429,7,Tetra Pack
402,2022-09-19,1,Amul,Gujarat,1126,1166,1001,1518,51.37,29.79,51421.37,0.4201,1200,63.55,155.5,0.1477,1.341,3,Refrigerated
403,2022-09-26,1,Amul,Gujarat,1167,1282,1128,1467,51.15,29.47,57697.2,0.4239,1200,55.67,164.96,0.1518,1.395,3,Refrigerated
404,2022-10-03,1,Amul,Gujarat,1136,1285,1120,1445,52.65,30.28,58968.0,0.4249,1200,64.67,143.06,0.091,1.255,5,Tetra Pack
405,2022-10-10,1,Amul,Gujarat,1405,1427,1324,1475,51.5,29.87,68186.0,0.42,1200,58.66,136.59,0.0641,1.43,7,Polythene Packet
406,2022-10-17,1,Amul,Gujarat,1086,1117,1002,1516,51.87,30.63,51973.74,0.4095,1200,60.62,135.18,0.083,1.094,3,Polythene Packet
407,2022-10-24,1,Amul,Gujarat,1147,1211,1087,1441,51.49,29.93,55969.63,0.4187,1200,59.71,136.47,0.0666,1.521,3,Refrigerated
408,2022-10-31,1,Amul,Gujarat,1156,1276,1055,1527,51.6,29.77,54438.0,0.4231,1200,60.33,152.89,0.1154,1.416,5,Refrigerated
409,2022-11-07,1,Amul,Gujarat,1205,1356,1104,1506,52.06,30.35,57474.24,0.417,1200,57.0,146.14,0.0908,1.257,5,Refrigerated
410,2022-11-14,1,Amul,Gujarat,1136,1326,1023,1517,52.31,30.63,53513.13,0.4145,1200,59.12,139.15,0.0667,1.374,5,Tetra Pack
411,2022-11-21,1,Amul,Gujarat,1318,1383,1230,1509,52.52,30.66,64599.6,0.4162,1200,57.68,147.32,0.1019,1.319,7,Polythene Packet
412,2022-11-28,1,Amul,Gujarat,1269,1361,1143,1544,52.07,29.76,59516.01,0.4285,1200,56.35,143.89,0.0846,1.181,5,Tetra Pack
413,2022-12-05,1,Amul,Gujarat,1154,1208,1118,1559,53.01,30.58,59265.18,0.4231,1200,60.55,150.83,0.0976,1.406,5,Tetra Pack
414,2022-12-12,1,Amul,Gujarat,1293,1453,1149,1409,52.32,30.54,60115.68,0.4163,1200,60.62,157.23,0.0723,1.386,5,Tetra Pack
415,2022-12-19,1,Amul,Gujarat,1318,1400,1207,1574,53.48,30.97,64550.36,0.4209,1200,61.61,162.1,0.0782,1.407,3,Tetra Pack
416,2022-12-26,1,Amul,Gujarat,1304,1373,1216,1498,52.62,30.23,63985.92,0.4255,1200,60.96,137.69,0.0857,1.465,5,Tetra Pack
417,2023-01-02,1,Amul,Gujarat,1257,1304,1191,1481,53.72,31.22,63980.52,0.4188,1200,61.79,137.22,0.1053,1.32,7,Tetra Pack
418,2023-01-09,1,Amul,Gujarat,1150,1332,1090,1501,52.97,30.57,57737.3,0.4229,1200,62.93,162.17,0.0743,1.219,7,Tetra Pack
419,2023-01-16,1,Amul,Gujarat,1365,1516,1228,1554,52.68,30.39,64691.04,0.4231,1200,64.89,136.64,0.0704,1.515,5,Tetra Pack
420,2023-01-23,1,Amul,Gujarat,1320,1449,1248,1517,53.43,31.26,66680.64,0.4149,1200,59.67,143.57,0.12,1.215,7,Tetra Pack
421,2023-01-30,1,Amul,Gujarat,1256,1366,1175,1497,54.53,31.54,64072.75,0.4216,1200,58.34,144.49,0.0619,1.503,7,Tetra Pack
422,2023-02-06,1,Amul,Gujarat,1342,1451,1264,1596,54.3,31.33,68635.2,0.423,1200,61.76,147.15,0.0929,1.244,7,Tetra Pack
423,2023-02-13,1,Amul,Gujarat,1360,1460,1297,1459,53.46,30.35,69337.62,0.4323,1200,57.27,162.94,0.0853,1.336,7,Refrigerated
424,2023-02-20,1,Amul,Gujarat,1432,1516,1416,1515,53.29,31.0,75458.64,0.4183,1200,60.78,163.74,0.1023,1.273,5,Tetra Pack
425,2023-02-27,1,Amul,Gujarat,1468,1511,1325,1491,53.95,31.55,71483.75,0.4152,1200,58.22,148.96,0.1059,1.399,7,Polythene Packet
426,2023-03-06,1,Amul,Gujarat,1288,1224,1272,1548,54.31,31.7,69082.32,0.4163,1175,63.07,135.11,0.0771,1.313,5,Tetra Pack
427,2023-03-13,1,Amul,Gujarat,1337,1382,1184,1549,54.8,31.6,64883.2,0.4234,1200,59.16,164.34,0.0806,1.458,5,Tetra Pack
428,2023-03-20,1,Amul,Gujarat,1347,1482,1251,1547,54.65,31.27,68367.15,0.4278,1200,59.03,154.47,0.0855,1.33,5,Refrigerated
429,2023-03-27,1,Amul,Gujarat,1369,1378,1330,1499,53.52,31.04,71181.6,0.42,1200,61.73,136.41,0.0789,1.346,5,Refrigerated
430,2023-04-03,1,Amul,Gujarat,1365,1338,1202,1452,54.25,31.79,65208.5,0.414,1200,62.03,163.68,0.0712,1.368,5,Tetra Pack
431,2023-04-10,1,Amul,Gujarat,1437,1662,1345,1457,54.67,31.33,73531.15,0.4269,1200,60.47,148.08,0.064,1.235,7,Refrigerated
432,2023-04-17,1,Amul,Gujarat,1288,1432,1180,1529,53.88,30.49,63578.4,0.4341,1200,64.29,152.39,0.065,1.296,5,Polythene Packet
433,2023-04-24,1,Amul,Gujarat,1272,1410,1236,1489,53.71,30.7,66385.56,0.4284,1200,57.5,159.18,0.0959,1.24,5,Tetra Pack
434,2023-05-01,1,Amul,Gujarat,1387,1496,1344,1479,54.89,31.9,73772.16,0.4188,1200,55.4,164.53,0.0936,1.619,5,Tetra Pack
435,2023-05-08,1,Amul,Gujarat,1454,1500,1425,1612,53.94,30.78,76864.5,0.4294,1200,62.84,146.84,0.097,1.376,5,Tetra Pack
436,2023-05-15,1,Amul,Gujarat,1419,1621,1338,1515,53.98,31.54,72225.24,0.4157,1200,63.03,142.41,0.0652,1.31,7,Polythene Packet
437,2023-05-22,1,Amul,Gujarat,1412,1525,1344,1534,53.85,31.07,72374.4,0.423,1200,58.65,147.97,0.0609,1.267,5,Tetra Pack
438,2023-05-29,1,Amul,Gujarat,1346,1512,1303,1608,54.28,31.27,70726.84,0.4239,1200,61.48,135.55,0.1004,0.991,5,Refrigerated
439,2023-06-05,1,Amul,Gujarat,1312,1449,1174,1539,54.09,30.85,63501.66,0.4297,1200,55.09,141.04,0.0766,1.282,7,Refrigerated
440,2023-06-12,1,Amul,Gujarat,1310,1467,1218,1502,53.57,31.14,65248.26,0.4187,1200,60.17,162.24,0.0656,1.268,7,Tetra Pack
441,2023-06-19,1,Amul,Gujarat,1446,1586,1425,1465,52.93,29.93,75425.25,0.4345,1200,58.25,163.35,0.0798,1.277,5,Tetra Pack
442,2023-06-26,1,Amul,Gujarat,1329,1485,1269,1533,52.59,30.61,66736.71,0.418,1200,64.34,156.6,0.0882,1.421,7,Tetra Pack
443,2023-07-03,1,Amul,Gujarat,1172,1213,1147,1516,51.4,30.22,58955.8,0.4121,1200,62.3,147.33,0.2025,1.131,5,Refrigerated
444,2023-07-10,1,Amul,Gujarat,1245,1232,1131,1488,53.15,30.81,60112.65,0.4203,1200,55.97,149.28,0.1453,1.248,7,Refrigerated
445,2023-07-17,1,Amul,Gujarat,1107,1270,1076,1482,51.6,30.33,55521.6,0.4122,1200,60.6,149.59,0.1402,1.334,5,Tetra Pack
446,2023-07-24,1,Amul,Gujarat,1320,1404,1183,1527,51.8,30.06,61279.4,0.4197,1200,58.83,158.84,0.1454,1.15,5,Tetra Pack
447,2023-07-31,1,Amul,Gujarat,1061,1208,1024,1600,51.95,29.91,53196.8,0.4243,1200,55.09,148.27,0.1421,1.402,3,Tetra Pack
448,2023-08-07,1,Amul,Gujarat,1023,1116,953,1543,52.05,29.88,49603.65,0.4259,1200,56.63,159.37,0.1503,1.378,7,Polythene Packet
449,2023-08-14,1,Amul,Gujarat,1159,1200,1026,1505,51.66,30.48,53003.16,0.41,1200,61.7,135.01,0.1535,1.258,7,Tetra Pack
450,2023-08-21,1,Amul,Gujarat,1074,1065,1069,1449,51.69,29.99,55256.61,0.4198,1200,58.01,137.84,0.1534,1.308,7,Refrigerated
451,2023-08-28,1,Amul,Gujarat,1172,1175,1102,1527,50.79,29.57,55970.58,0.4178,1200,56.06,149.78,0.1588,1.356,3,Polythene Packet
452,2023-09-04,1,Amul,Gujarat,1060,1082,987,1522,51.88,29.99,51205.56,0.4219,1200,62.89,135.94,0.1414,1.431,7,Tetra Pack
453,2023-09-11,1,Amul,Gujarat,1042,1063,1035,1595,51.65,29.47,53457.75,0.4294,1200,55.68,140.81,0.1694,1.314,5,Refrigerated
454,2023-09-18,1,Amul,Gujarat,1048,990,951,1517,51.74,30.64,49204.74,0.4078,1200,61.94,149.68,0.1492,1.401,5,Tetra Pack
455,2023-09-25,1,Amul,Gujarat,951,994,841,1518,53.05,30.69,44615.05,0.4215,1200,64.85,163.37,0.1888,1.26,3,Polythene Packet
456,2023-10-02,1,Amul,Gujarat,1335,1458,1234,1578,52.86,30.59,65229.24,0.4213,1200,55.99,153.13,0.0723,1.487,3,Tetra Pack
457,2023-10-09,1,Amul,Gujarat,1247,1332,1123,1468,51.56,29.99,57901.88,0.4183,1200,55.95,164.28,0.1331,1.47,5,Tetra Pack
458,2023-10-16,1,Amul,Gujarat,1200,1212,1064,1538,51.05,29.86,54317.2,0.4151,1200,60.72,147.14,0.0633,1.262,5,Tetra Pack
459,2023-10-23,1,Amul,Gujarat,1108,1117,1084,1505,53.14,30.52,57603.76,0.4257,1200,55.86,156.42,0.0708,1.246,3,Refrigerated
460,2023-10-30,1,Amul,Gujarat,1067,1111,978,1504,52.39,30.75,51237.42,0.4131,1200,56.93,141.31,0.1014,1.105,3,Polythene Packet
461,2023-11-06,1,Amul,Gujarat,1165,1293,1035,1478,52.06,29.92,53882.1,0.4253,1200,60.57,142.68,0.0797,1.198,5,Tetra Pack
462,2023-11-13,1,Amul,Gujarat,1343,1503,1342,1524,51.27,30.24,68804.34,0.4102,1200,59.79,146.02,0.1321,1.226,7,Tetra Pack
463,2023-11-20,1,Amul,Gujarat,1121,1288,1031,1592,52.17,30.59,53787.27,0.4136,1200,61.67,135.38,0.102,1.018,7,Tetra Pack
464,2023-11-27,1,Amul,Gujarat,1225,1182,1177,1516,52.56,30.46,61863.12,0.4205,1200,56.09,146.92,0.0868,1.366,5,Refrigerated
465,2023-12-04,1,Amul,Gujarat,1149,1266,1141,1471,51.59,29.66,58864.19,0.4251,1200,63.37,164.86,0.0794,1.336,3,Tetra Pack
466,2023-12-11,1,Amul,Gujarat,1283,1440,1137,1487,52.69,29.87,59908.53,0.4331,1200,58.55,153.38,0.0954,1.372,5,Tetra Pack
467,2023-12-18,1,Amul,Gujarat,1328,1425,1248,1499,53.07,31.03,66231.36,0.4153,1200,59.05,146.81,0.0996,1.46,3,Tetra Pack
468,2023-12-25,1,Amul,Gujarat,1283,1451,1237,1501,52.94,30.89,65486.78,0.4165,1200,61.31,148.49,0.0641,1.559,3,Tetra Pack
469,2024-01-01,1,Amul,Gujarat,1306,1372,1262,1535,53.67,31.13,67731.54,0.42,1200,56.48,157.39,0.101,1.062,3,Tetra Pack
470,2024-01-08,1,Amul,Gujarat,1360,1533,1261,1576,54.35,31.64,68535.35,0.4178,1200,60.22,137.23,0.1096,1.254,3,Refrigerated
471,2024-01-15,1,Amul,Gujarat,1349,1532,1215,1466,53.96,31.35,65561.4,0.419,1200,56.88,153.74,0.0761,1.169,5,Tetra Pack
472,2024-01-22,1,Amul,Gujarat,1294,1324,1208,1495,54.27,31.23,65558.16,0.4245,1200,63.61,151.98,0.0883,1.371,3,Refrigerated
473,2024-01-29,1,Amul,Gujarat,1366,1526,1325,1509,55.1,31.88,73007.5,0.4214,1200,58.27,153.7,0.1254,1.339,3,Tetra Pack
474,2024-02-05,1,Amul,Gujarat,1322,1384,1272,1492,53.28,30.92,67772.16,0.4197,1200,55.72,139.42,0.119,1.12,3,Refrigerated
475,2024-02-12,1,Amul,Gujarat,1445,1560,1382,1623,54.18,31.3,74876.76,0.4223,1200,58.58,143.32,0.0846,1.501,5,Refrigerated
476,2024-02-19,1,Amul,Gujarat,1457,1656,1374,1535,55.56,32.4,76339.44,0.4168,1200,61.15,149.47,0.0709,1.401,3,Refrigerated
477,2024-02-26,1,Amul,Gujarat,1484,1599,1411,1550,54.42,31.7,76786.62,0.4175,1200,58.44,143.32,0.0851,1.225,7,Refrigerated
478,2024-03-04,1,Amul,Gujarat,1510,1643,1466,1499,55.01,31.95,80644.66,0.4192,1200,57.37,148.42,0.1001,1.28,3,Polythene Packet
479,2024-03-11,1,Amul,Gujarat,1404,1564,1259,1541,54.38,31.28,68464.42,0.4248,1200,60.27,139.23,0.0679,1.402,3,Refrigerated
480,2024-03-18,1,Amul,Gujarat,1353,1522,1203,1477,53.92,31.38,64865.76,0.418,1200,59.63,152.98,0.067,1.441,3,Refrigerated
481,2024-03-25,1,Amul,Gujarat,1311,1382,1220,1543,54.91,31.6,66990.2,0.4245,1200,63.92,140.89,0.0912,1.277,5,Tetra Pack
482,2024-04-01,1,Amul,Gujarat,1364,1392,1262,1562,54.64,31.53,68955.68,0.423,1200,57.49,144.73,0.1059,1.325,5,Tetra Pack
483,2024-04-08,1,Amul,Gujarat,1378,1330,1217,1581,54.45,31.79,66265.65,0.4162,1200,55.24,152.44,0.0927,1.292,5,Tetra Pack
484,2024-04-15,1,Amul,Gujarat,1349,1428,1229,1491,54.76,31.9,67300.04,0.4175,1200,57.3,150.48,0.1168,1.213,5,Polythene Packet
485,2024-04-22,1,Amul,Gujarat,1484,1551,1435,1446,54.9,31.8,78781.5,0.4208,1200,60.61,137.85,0.0643,1.365,5,Tetra Pack
486,2024-04-29,1,Amul,Gujarat,1386,1653,1334,1486,54.72,31.65,72996.48,0.4216,1200,55.67,148.94,0.0701,1.548,7,Refrigerated
487,2024-05-06,1,Amul,Gujarat,1501,1709,1374,1565,52.77,30.56,72505.98,0.4209,1200,56.36,140.9,0.0607,1.255,3,Tetra Pack
488,2024-05-13,1,Amul,Gujarat,1301,1428,1229,1577,53.41,31.45,65640.89,0.4112,1200,55.54,148.72,0.0766,1.331,5,Polythene Packet
489,2024-05-20,1,Amul,Gujarat,1273,1328,1197,1516,53.72,31.57,64302.84,0.4123,1200,62.06,149.71,0.0743,1.311,5,Polythene Packet
490,2024-05-27,1,Amul,Gujarat,1397,1489,1311,1587,53.59,31.37,70256.49,0.4146,1200,55.02,142.34,0.1028,1.327,5,Tetra Pack
491,2024-06-03,1,Amul,Gujarat,1278,1351,1136,1560,53.23,31.02,60469.28,0.4172,1200,60.97,145.12,0.0665,1.39,5,Tetra Pack
492,2024-06-10,1,Amul,Gujarat,1364,1330,1305,1499,52.86,30.56,68982.3,0.4219,1200,64.32,143.37,0.1391,1.421,7,Tetra Pack
493,2024-06-17,1,Amul,Gujarat,1337,1584,1309,1548,53.0,30.96,69377.0,0.4158,1200,60.98,135.93,0.078,1.186,5,Tetra Pack
494,2024-06-24,1,Amul,Gujarat,1297,1352,1282,1550,52.4,30.41,67176.8,0.4197,1200,62.32,156.28,0.0873,1.34,5,Tetra Pack
495,2024-07-01,1,Amul,Gujarat,1329,1452,1241,1544,53.07,30.91,65859.87,0.4176,1200,57.74,144.45,0.1712,1.416,3,Tetra Pack
496,2024-07-08,1,Amul,Gujarat,1144,1243,1101,1491,51.67,30.26,56888.67,0.4144,1200,61.94,136.19,0.1466,1.432,7,Tetra Pack
497,2024-07-15,1,Amul,Gujarat,1295,1364,1235,1586,52.95,30.68,65393.25,0.4206,1200,63.01,147.32,0.1772,1.335,5,Tetra Pack
498,2024-07-22,1,Amul,Gujarat,1283,1337,1227,1570,52.08,30.12,63902.16,0.4217,1200,57.71,160.65,0.1555,1.341,5,Polythene Packet
499,2024-07-29,1,Amul,Gujarat,1212,1347,1124,1544,51.56,29.69,57953.44,0.4242,1200,61.32,142.71,0.1678,1.209,7,Tetra Pack
