week,date,client_id,brand,region,demand,supply,quantity_sold,production_volume,price_per_unit,cost_per_unit,total_revenue,profit_margin,inventory_level,min_stock_threshold,reorder_quantity,disruption_prob,emission_factor,shelf_life_days,storage_condition
339,2021-07-05,2,Mother Dairy,Delhi,1588,1393,1300,701,55.29,34.25,71877.0,0.3805,139,70.83,181.59,0.3519,1.677,3,Tetra Pack
340,2021-07-12,2,Mother Dairy,Delhi,1367,1240,1268,632,54.82,33.78,69511.76,0.3838,111,65.64,175.69,0.2961,1.698,2,Tetra Pack
341,2021-07-19,2,Mother Dairy,Delhi,1364,1217,1304,667,54.31,33.9,70820.24,0.3758,68,68.15,179.46,0.3416,1.905,3,Tetra Pack
342,2021-07-26,2,Mother Dairy,Delhi,1479,1208,1187,620,52.92,32.48,62816.04,0.3862,41,65.52,193.18,0.3019,1.921,1,Tetra Pack
343,2021-08-02,2,Mother Dairy,Delhi,1183,984,986,600,53.66,32.83,52908.76,0.3882,68,68.26,169.01,0.3192,1.89,2,Refrigerated
344,2021-08-09,2,Mother Dairy,Delhi,1419,1233,1191,640,53.84,33.71,64123.44,0.3739,42,69.97,166.21,0.2791,1.653,3,Polythene Packet
345,2021-08-16,2,Mother Dairy,Delhi,1494,1414,1429,768,53.34,33.55,76222.86,0.371,73,70.13,179.27,0.2773,2.023,2,Tetra Pack
346,2021-08-23,2,Mother Dairy,Delhi,1668,1454,1468,833,52.57,32.5,77172.76,0.3818,70,68.61,176.82,0.3319,1.88,1,Tetra Pack
347,2021-08-30,2,Mother Dairy,Delhi,1573,1329,1378,816,52.36,32.33,72152.08,0.3825,13,74.72,181.76,0.3071,1.772,2,Refrigerated
348,2021-09-06,2,Mother Dairy,Delhi,1422,1220,1160,685,52.85,32.92,61306.0,0.3771,81,67.91,188.83,0.3652,1.881,2,Tetra Pack
349,2021-09-13,2,Mother Dairy,Delhi,1526,1230,1173,624,53.11,32.99,62298.03,0.3788,137,69.75,168.3,0.302,2.167,2,Tetra Pack
350,2021-09-20,2,Mother Dairy,Delhi,1436,1214,1223,659,53.73,33.4,65711.79,0.3784,111,69.65,187.44,0.3258,1.82,1,Tetra Pack
351,2021-09-27,2,Mother Dairy,Delhi,1400,1233,1309,671,52.59,32.78,68840.31,0.3767,23,71.57,184.61,0.2975,1.822,1,Tetra Pack
352,2021-10-04,2,Mother Dairy,Delhi,1609,1368,1263,630,53.17,32.57,67153.71,0.3874,157,66.84,178.94,0.1632,1.737,1,Tetra Pack
353,2021-10-11,2,Mother Dairy,Delhi,1699,1685,1534,732,53.71,33.38,82391.14,0.3785,328,73.79,193.13,0.1225,1.934,2,Tetra Pack
354,2021-10-18,2,Mother Dairy,Delhi,1652,1409,1497,627,52.89,32.86,79176.33,0.3787,265,67.51,172.59,0.1534,2.025,2,Refrigerated
355,2021-10-25,2,Mother Dairy,Delhi,1606,1597,1437,686,52.47,32.33,75399.39,0.3838,404,73.06,165.28,0.1241,1.757,1,Tetra Pack
356,2021-11-01,2,Mother Dairy,Delhi,1626,1649,1454,677,53.08,32.7,77178.32,0.3839,596,70.99,172.25,0.1957,1.901,2,Tetra Pack
357,2021-11-08,2,Mother Dairy,Delhi,1521,1429,1519,638,54.32,33.27,82512.08,0.3875,556,66.28,180.36,0.1218,1.778,1,Tetra Pack
358,2021-11-15,2,Mother Dairy,Delhi,1572,1572,1410,516,53.8,33.03,75858.0,0.3861,738,65.72,191.28,0.1723,1.763,2,Tetra Pack
359,2021-11-22,2,Mother Dairy,Delhi,1498,1378,1438,734,53.54,33.43,76990.52,0.3756,655,72.82,174.28,0.1758,2.237,2,Refrigerated
360,2021-11-29,2,Mother Dairy,Delhi,1616,1582,1606,609,52.58,32.22,84443.48,0.3872,608,67.54,192.57,0.1535,1.883,2,Tetra Pack
361,2021-12-06,2,Mother Dairy,Delhi,1480,1297,1467,753,55.21,34.38,80993.07,0.3773,408,74.63,168.69,0.1518,1.875,1,Refrigerated
362,2021-12-13,2,Mother Dairy,Delhi,1657,1553,1465,678,54.32,33.84,79578.8,0.377,524,69.74,187.4,0.1745,1.87,3,Refrigerated
363,2021-12-20,2,Mother Dairy,Delhi,1722,1591,1553,616,54.92,34.4,85290.76,0.3736,585,65.7,194.41,0.1249,1.774,2,Tetra Pack
364,2021-12-27,2,Mother Dairy,Delhi,1742,1523,1577,674,55.1,34.12,86892.7,0.3808,526,70.32,191.96,0.1755,1.695,3,Refrigerated
365,2022-01-03,2,Mother Dairy,Delhi,1599,1342,1517,635,55.62,34.76,84375.54,0.375,354,67.04,181.36,0.1287,2.113,2,Refrigerated
366,2022-01-10,2,Mother Dairy,Delhi,1766,1581,1732,683,55.04,33.83,95329.28,0.3854,199,65.1,173.52,0.1502,1.908,1,Tetra Pack
367,2022-01-17,2,Mother Dairy,Delhi,1643,1585,1529,672,55.71,34.8,85180.59,0.3753,298,65.73,167.68,0.1282,1.72,2,Tetra Pack
368,2022-01-24,2,Mother Dairy,Delhi,1561,1378,1518,718,55.51,34.21,84264.18,0.3837,140,68.51,171.5,0.1922,1.985,2,Tetra Pack
369,2022-01-31,2,Mother Dairy,Delhi,1728,1591,1679,584,55.79,34.1,93671.41,0.3888,18,65.26,169.58,0.1836,1.85,2,Tetra Pack
370,2022-02-07,2,Mother Dairy,Delhi,1674,1660,1591,622,56.6,34.96,90050.6,0.3823,126,69.06,194.54,0.1476,1.824,2,Polythene Packet
371,2022-02-14,2,Mother Dairy,Delhi,1983,1826,1767,643,55.84,34.68,98669.28,0.3789,201,66.46,183.97,0.2673,1.818,2,Tetra Pack
372,2022-02-21,2,Mother Dairy,Delhi,1615,1409,1504,658,56.22,35.15,84554.88,0.3748,106,74.57,176.74,0.1539,1.762,2,Polythene Packet
373,2022-02-28,2,Mother Dairy,Delhi,1939,1773,1819,741,56.26,34.56,102336.94,0.3857,38,70.63,172.48,0.1746,2.011,3,Tetra Pack
374,2022-03-07,2,Mother Dairy,Delhi,1970,1634,1536,724,56.6,35.04,86937.6,0.3809,101,71.46,175.69,0.1381,2.092,2,Refrigerated
375,2022-03-14,2,Mother Dairy,Delhi,1887,1572,1566,558,56.42,35.31,88353.72,0.3742,94,71.87,182.03,0.1547,1.8,1,Refrigerated
376,2022-03-21,2,Mother Dairy,Delhi,2113,2004,1918,780,56.93,35.26,109191.74,0.3806,206,69.09,170.09,0.2171,1.904,2,Refrigerated
377,2022-03-28,2,Mother Dairy,Delhi,1958,1810,1739,664,55.31,34.16,96184.09,0.3824,299,66.7,175.57,0.1331,1.756,2,Tetra Pack
378,2022-04-04,2,Mother Dairy,Delhi,1951,1725,1854,753,56.91,35.2,105511.14,0.3815,161,73.75,175.42,0.1702,1.723,2,Tetra Pack
379,2022-04-11,2,Mother Dairy,Delhi,1883,1606,1567,834,57.62,35.71,90290.54,0.3802,213,72.24,181.95,0.1442,1.723,2,Refrigerated
380,2022-04-18,2,Mother Dairy,Delhi,1945,1706,1887,852,57.19,35.34,107917.53,0.3821,4,65.8,169.7,0.1538,1.782,1,Tetra Pack
381,2022-04-25,2,Mother Dairy,Delhi,1569,1533,1354,905,56.92,35.11,77069.68,0.3832,188,74.29,194.28,0.163,1.807,3,Tetra Pack
382,2022-05-02,2,Mother Dairy,Delhi,1867,1812,1664,669,57.29,35.5,95330.56,0.3803,342,66.52,167.46,0.1857,1.82,2,Refrigerated
383,2022-05-09,2,Mother Dairy,Delhi,1839,1650,1711,558,56.27,34.57,96277.97,0.3856,264,66.87,179.67,0.1842,1.734,2,Tetra Pack
384,2022-05-16,2,Mother Dairy,Delhi,1924,1701,1852,844,55.97,34.94,103656.44,0.3757,134,73.14,165.13,0.134,1.966,2,Refrigerated
385,2022-05-23,2,Mother Dairy,Delhi,1711,1547,1611,606,55.98,34.6,90183.78,0.3819,50,67.27,176.85,0.1413,1.697,2,Tetra Pack
386,2022-05-30,2,Mother Dairy,Delhi,1903,1727,1687,687,55.04,33.76,92852.48,0.3866,65,66.38,168.97,0.1568,1.747,1,Tetra Pack
387,2022-06-06,2,Mother Dairy,Delhi,1785,1452,1368,670,55.59,34.13,76047.12,0.386,134,66.29,178.7,0.131,1.623,1,Tetra Pack
388,2022-06-13,2,Mother Dairy,Delhi,1666,1593,1634,678,55.93,34.8,91389.62,0.3778,90,74.89,188.09,0.1277,1.682,3,Refrigerated
389,2022-06-20,2,Mother Dairy,Delhi,1817,1726,1777,707,55.47,34.67,98570.19,0.375,43,67.98,169.47,0.139,1.949,3,Refrigerated
390,2022-06-27,2,Mother Dairy,Delhi,1841,1679,1624,870,54.96,33.92,89255.04,0.3828,83,65.41,183.38,0.1454,1.835,3,Tetra Pack
391,2022-07-04,2,Mother Dairy,Delhi,1676,1479,1492,590,55.13,34.61,82253.96,0.3722,71,71.72,167.98,0.3392,1.981,2,Refrigerated
392,2022-07-11,2,Mother Dairy,Delhi,1638,1529,1492,625,53.88,33.78,80388.96,0.3731,85,66.46,189.93,0.3131,1.539,1,Tetra Pack
393,2022-07-18,2,Mother Dairy,Delhi,1714,1486,1565,601,53.58,32.79,83852.7,0.388,0,72.4,188.1,0.2704,1.825,3,Refrigerated
394,2022-07-25,2,Mother Dairy,Delhi,1557,1373,1371,675,54.33,32.97,74486.43,0.3932,0,65.81,181.85,0.3003,1.736,1,Tetra Pack
395,2022-08-01,2,Mother Dairy,Delhi,1491,1257,1155,731,54.05,33.68,62427.75,0.3769,78,72.66,178.36,0.278,2.129,1,Tetra Pack
396,2022-08-08,2,Mother Dairy,Delhi,1581,1324,1312,694,53.52,33.43,70218.24,0.3754,95,74.34,187.71,0.2901,1.968,1,Tetra Pack
397,2022-08-15,2,Mother Dairy,Delhi,1498,1336,1333,686,53.37,33.19,71142.21,0.3781,32,69.0,175.82,0.3277,1.855,3,Tetra Pack
398,2022-08-22,2,Mother Dairy,Delhi,1528,1465,1344,688,52.66,32.83,70775.04,0.3766,141,68.29,182.95,0.2886,2.006,1,Tetra Pack
399,2022-08-29,2,Mother Dairy,Delhi,1402,1307,1343,830,52.86,32.66,70990.98,0.3821,122,67.57,177.21,0.3606,1.951,2,Tetra Pack
400,2022-09-05,2,Mother Dairy,Delhi,1519,1314,1406,642,52.55,32.53,73885.3,0.381,16,66.84,193.24,0.2863,2.114,2,Refrigerated
401,2022-09-12,2,Mother Dairy,Delhi,1366,1064,978,695,52.76,32.7,51599.28,0.3802,30,72.79,175.65,0.3339,1.669,3,Tetra Pack
402,2022-09-19,2,Mother Dairy,Delhi,1517,1236,1240,896,52.78,32.52,65447.2,0.3839,18,72.68,190.59,0.3107,1.784,2,Tetra Pack
403,2022-09-26,2,Mother Dairy,Delhi,1511,1321,1290,753,53.5,33.2,69015.0,0.3794,28,72.78,179.78,0.3631,1.622,3,Tetra Pack
404,2022-10-03,2,Mother Dairy,Delhi,1532,1197,1118,721,52.6,32.71,58806.8,0.3781,115,66.91,185.82,0.1622,1.903,2,Tetra Pack
405,2022-10-10,2,Mother Dairy,Delhi,1395,1310,1356,865,53.37,33.5,72369.72,0.3723,49,73.81,183.45,0.1515,2.03,3,Tetra Pack
406,2022-10-17,2,Mother Dairy,Delhi,1412,1267,1290,847,53.72,33.65,69298.8,0.3736,38,68.3,181.07,0.1312,1.918,1,Tetra Pack
407,2022-10-24,2,Mother Dairy,Delhi,1459,1329,1346,533,53.32,32.98,71768.72,0.3815,38,69.05,191.18,0.1286,1.704,2,Tetra Pack
408,2022-10-31,2,Mother Dairy,Delhi,1633,1439,1434,636,53.29,33.18,76417.86,0.3774,29,73.07,184.72,0.1496,1.913,1,Tetra Pack
409,2022-11-07,2,Mother Dairy,Delhi,1504,1372,1329,689,53.51,33.44,71114.79,0.3751,22,67.69,166.68,0.1354,2.281,2,Tetra Pack
410,2022-11-14,2,Mother Dairy,Delhi,1680,1597,1443,590,53.03,32.65,76522.29,0.3843,195,74.31,192.97,0.2128,2.311,3,Tetra Pack
411,2022-11-21,2,Mother Dairy,Delhi,1543,1474,1467,689,53.71,33.7,78792.57,0.3726,197,69.57,181.53,0.1439,1.654,1,Polythene Packet
412,2022-11-28,2,Mother Dairy,Delhi,1594,1228,1385,815,55.28,34.38,76562.8,0.3781,69,65.17,177.16,0.1569,1.864,3,Tetra Pack
413,2022-12-05,2,Mother Dairy,Delhi,1621,1468,1447,790,54.55,34.04,78933.85,0.376,124,73.96,193.69,0.1384,1.816,3,Tetra Pack
414,2022-12-12,2,Mother Dairy,Delhi,1613,1365,1475,712,53.46,32.94,78853.5,0.3838,57,67.11,190.11,0.1946,2.036,1,Tetra Pack
415,2022-12-19,2,Mother Dairy,Delhi,1599,1270,1299,741,54.71,33.42,71068.29,0.3891,0,70.9,178.3,0.1974,1.841,2,Tetra Pack
416,2022-12-26,2,Mother Dairy,Delhi,1650,1444,1293,604,55.98,34.73,72382.14,0.3796,186,69.52,180.57,0.1208,1.915,3,Tetra Pack
417,2023-01-02,2,Mother Dairy,Delhi,1906,1669,1707,750,54.93,33.69,93765.51,0.3867,160,72.98,188.6,0.1486,1.568,2,Polythene Packet
418,2023-01-09,2,Mother Dairy,Delhi,1905,1781,1721,767,56.04,34.72,96444.84,0.3804,280,70.88,190.27,0.2031,1.849,1,Tetra Pack
419,2023-01-16,2,Mother Dairy,Delhi,1675,1534,1557,693,55.6,34.17,86569.2,0.3854,246,68.84,187.15,0.1386,1.594,2,Tetra Pack
420,2023-01-23,2,Mother Dairy,Delhi,1835,1447,1670,639,55.54,34.4,92751.8,0.3806,12,65.93,188.72,0.145,2.181,1,Tetra Pack
421,2023-01-30,2,Mother Dairy,Delhi,1810,1400,1269,671,56.57,35.26,71787.33,0.3767,155,65.33,167.08,0.4313,1.34,1,Tetra Pack
422,2023-02-06,2,Mother Dairy,Delhi,1984,1823,1826,685,56.37,35.47,102931.62,0.3708,164,74.21,181.05,0.1523,1.874,2,Tetra Pack
423,2023-02-13,2,Mother Dairy,Delhi,1918,1661,1716,702,55.53,34.65,95289.48,0.376,126,68.67,187.82,0.1235,1.909,2,Tetra Pack
424,2023-02-20,2,Mother Dairy,Delhi,1759,1446,1440,561,56.08,34.84,80755.2,0.3787,112,70.91,186.47,0.1374,2.028,3,Refrigerated
425,2023-02-27,2,Mother Dairy,Delhi,2029,1853,1753,732,57.43,35.44,100674.79,0.3829,156,69.11,183.09,0.1976,1.703,3,Tetra Pack
426,2023-03-06,2,Mother Dairy,Delhi,1825,1808,1650,873,57.41,35.86,94726.5,0.3754,289,74.9,176.23,0.1456,1.604,2,Tetra Pack
427,2023-03-13,2,Mother Dairy,Delhi,1958,1641,1790,746,57.3,35.9,102567.0,0.3735,106,70.0,187.4,0.1523,1.978,2,Tetra Pack
428,2023-03-20,2,Mother Dairy,Delhi,1817,1665,1601,920,56.97,35.42,91208.97,0.3783,226,66.93,185.65,0.1475,1.848,1,Refrigerated
429,2023-03-27,2,Mother Dairy,Delhi,1875,1682,1797,767,55.86,34.57,100380.42,0.3811,125,65.41,192.57,0.1236,1.852,2,Refrigerated
430,2023-04-03,2,Mother Dairy,Delhi,1666,1600,1470,542,57.2,35.16,84084.0,0.3853,273,66.43,178.36,0.1482,2.124,2,Tetra Pack
431,2023-04-10,2,Mother Dairy,Delhi,1969,1787,1908,788,57.15,35.17,109042.2,0.3846,141,65.17,169.55,0.1368,1.553,1,Tetra Pack
432,2023-04-17,2,Mother Dairy,Delhi,1844,1590,1719,741,56.7,35.18,97467.3,0.3795,13,65.43,175.27,0.135,1.964,1,Tetra Pack
433,2023-04-24,2,Mother Dairy,Delhi,2128,1908,1713,682,56.61,35.18,96972.93,0.3786,156,67.26,184.18,0.138,2.014,2,Tetra Pack
434,2023-05-01,2,Mother Dairy,Delhi,2178,2159,1923,766,56.3,34.89,108264.9,0.3803,399,73.66,191.48,0.1321,1.59,1,Tetra Pack
435,2023-05-08,2,Mother Dairy,Delhi,1910,1756,1682,732,56.78,35.05,95503.96,0.3827,494,65.57,182.91,0.1752,1.891,2,Tetra Pack
436,2023-05-15,2,Mother Dairy,Delhi,1900,1749,1778,611,56.13,35.07,99799.14,0.3752,453,65.27,173.21,0.242,1.895,1,Refrigerated
437,2023-05-22,2,Mother Dairy,Delhi,2032,1873,1995,670,57.15,35.45,114014.25,0.3797,348,67.58,175.0,0.1521,1.569,2,Tetra Pack
438,2023-05-29,2,Mother Dairy,Delhi,1503,1399,1464,624,55.51,34.74,81266.64,0.3742,283,68.27,173.69,0.1401,1.835,2,Tetra Pack
439,2023-06-05,2,Mother Dairy,Delhi,1983,1742,1866,850,55.84,34.19,104197.44,0.3877,130,67.49,176.36,0.1239,1.679,3,Polythene Packet
440,2023-06-12,2,Mother Dairy,Delhi,1637,1254,1249,783,54.22,33.53,67720.78,0.3816,154,66.34,167.66,0.1302,1.956,3,Tetra Pack
441,2023-06-19,2,Mother Dairy,Delhi,1960,1703,1724,684,55.04,33.84,94888.96,0.3852,146,74.17,178.91,0.2473,1.637,1,Tetra Pack
442,2023-06-26,2,Mother Dairy,Delhi,1544,1247,1385,902,54.82,33.87,75925.7,0.3822,0,72.99,173.15,0.1787,1.978,1,Tetra Pack
443,2023-07-03,2,Mother Dairy,Delhi,1599,1426,1364,667,55.24,34.4,75347.36,0.3773,28,71.37,173.94,0.3009,2.301,1,Tetra Pack
444,2023-07-10,2,Mother Dairy,Delhi,1650,1175,1167,776,54.39,33.02,63473.13,0.3929,88,68.56,193.91,0.5262,1.713,3,Refrigerated
445,2023-07-17,2,Mother Dairy,Delhi,1727,1583,1649,785,54.8,33.84,90365.2,0.3825,54,68.26,188.57,0.2749,2.055,3,Tetra Pack
446,2023-07-24,2,Mother Dairy,Delhi,1794,1391,1337,694,53.77,33.4,71890.49,0.3788,128,73.5,167.03,0.3385,1.897,3,Tetra Pack
447,2023-07-31,2,Mother Dairy,Delhi,1564,1426,1476,651,54.22,33.86,80028.72,0.3755,86,71.44,170.06,0.2873,1.587,3,Tetra Pack
448,2023-08-07,2,Mother Dairy,Delhi,1664,1392,1314,578,53.27,33.49,69996.78,0.3713,187,68.95,181.93,0.3538,1.964,1,Tetra Pack
449,2023-08-14,2,Mother Dairy,Delhi,1535,1321,1465,762,53.86,33.44,78904.9,0.3791,0,73.87,166.48,0.2704,1.689,1,Tetra Pack
450,2023-08-21,2,Mother Dairy,Delhi,1679,1231,1175,659,53.28,33.64,62604.0,0.3686,59,73.42,186.61,0.5275,1.847,3,Tetra Pack
451,2023-08-28,2,Mother Dairy,Delhi,1625,1303,1239,759,53.7,33.27,66534.3,0.3804,131,67.91,189.26,0.2864,1.802,3,Tetra Pack
452,2023-09-04,2,Mother Dairy,Delhi,1480,1357,1329,814,52.94,32.95,70357.26,0.3776,157,72.34,173.54,0.3286,1.879,1,Tetra Pack
453,2023-09-11,2,Mother Dairy,Delhi,1708,1581,1657,630,52.9,32.47,87655.3,0.3862,14,68.22,185.59,0.2884,1.81,1,Refrigerated
454,2023-09-18,2,Mother Dairy,Delhi,1607,1472,1482,603,53.79,33.55,79716.78,0.3763,0,72.98,166.05,0.2753,1.84,2,Tetra Pack
455,2023-09-25,2,Mother Dairy,Delhi,1537,1250,1151,876,52.03,32.16,59886.53,0.3819,39,70.66,172.14,0.2738,1.698,3,Tetra Pack
456,2023-10-02,2,Mother Dairy,Delhi,1441,1204,1215,738,52.3,32.15,63544.5,0.3853,41,73.98,183.9,0.1252,2.018,2,Refrigerated
457,2023-10-09,2,Mother Dairy,Delhi,1618,1484,1442,697,52.4,32.63,75560.8,0.3773,127,72.22,189.45,0.1529,1.967,3,Tetra Pack
458,2023-10-16,2,Mother Dairy,Delhi,1487,1354,1375,623,53.74,33.19,73892.5,0.3824,94,65.58,190.69,0.1849,1.824,3,Tetra Pack
459,2023-10-23,2,Mother Dairy,Delhi,1597,1490,1465,766,52.55,32.55,76985.75,0.3806,148,73.94,186.73,0.1479,1.699,2,Tetra Pack
460,2023-10-30,2,Mother Dairy,Delhi,1567,1442,1403,812,53.68,33.56,75313.04,0.3748,233,65.87,184.68,0.1278,2.356,3,Tetra Pack
461,2023-11-06,2,Mother Dairy,Delhi,1612,1508,1533,876,52.66,32.44,80727.78,0.384,232,71.44,172.31,0.1426,2.04,1,Refrigerated
462,2023-11-13,2,Mother Dairy,Delhi,1648,1447,1609,681,52.92,32.85,85148.28,0.3793,51,67.67,172.0,0.2174,1.957,2,Tetra Pack
463,2023-11-20,2,Mother Dairy,Delhi,1545,1501,1395,740,54.0,33.12,75330.0,0.3867,218,72.95,187.54,0.128,1.741,3,Tetra Pack
464,2023-11-27,2,Mother Dairy,Delhi,1539,1320,1426,679,54.63,34.35,77902.38,0.3712,141,66.14,173.73,0.1323,2.055,1,Refrigerated
465,2023-12-04,2,Mother Dairy,Delhi,1727,1570,1670,756,53.87,33.2,89962.9,0.3837,61,71.81,181.58,0.1589,2.019,2,Refrigerated
466,2023-12-11,2,Mother Dairy,Delhi,1533,1426,1433,590,55.11,34.09,78972.63,0.3814,72,69.63,174.72,0.1619,1.981,2,Refrigerated
467,2023-12-18,2,Mother Dairy,Delhi,1432,1207,1129,845,54.32,33.72,61327.28,0.3792,165,69.61,177.88,0.1798,1.957,3,Tetra Pack
468,2023-12-25,2,Mother Dairy,Delhi,1773,1679,1611,675,54.54,34.07,87863.94,0.3753,239,67.45,176.29,0.1445,1.821,1,Tetra Pack
469,2024-01-01,2,Mother Dairy,Delhi,1722,1535,1522,814,54.96,34.12,83649.12,0.3792,298,66.98,189.58,0.2385,2.022,3,Refrigerated
470,2024-01-08,2,Mother Dairy,Delhi,1580,1517,1392,687,55.85,34.83,77743.2,0.3764,431,66.77,185.47,0.1575,1.796,2,Tetra Pack
471,2024-01-15,2,Mother Dairy,Delhi,1586,1526,1490,835,55.37,34.22,82501.3,0.382,455,67.11,177.97,0.1287,1.812,2,Tetra Pack
472,2024-01-22,2,Mother Dairy,Delhi,2050,1779,1985,818,55.58,34.41,110326.3,0.3809,302,68.93,171.52,0.1814,1.807,2,Refrigerated
473,2024-01-29,2,Mother Dairy,Delhi,1902,1616,1845,676,55.72,33.99,102803.4,0.39,120,74.18,185.0,0.13,1.696,2,Refrigerated
474,2024-02-05,2,Mother Dairy,Delhi,1872,1695,1777,689,55.85,34.16,99245.45,0.3884,1,66.17,165.48,0.147,1.985,1,Tetra Pack
475,2024-02-12,2,Mother Dairy,Delhi,1879,1743,1663,647,55.69,34.63,92612.47,0.3782,57,67.26,191.93,0.1558,1.786,3,Tetra Pack
476,2024-02-19,2,Mother Dairy,Delhi,1957,1684,1613,790,56.22,35.45,90682.86,0.3694,104,68.42,193.78,0.1315,1.611,2,Tetra Pack
477,2024-02-26,2,Mother Dairy,Delhi,1837,1617,1696,642,55.87,34.62,94755.52,0.3803,0,69.35,168.36,0.1475,2.223,1,Refrigerated
478,2024-03-04,2,Mother Dairy,Delhi,1951,1790,1728,690,57.61,35.4,99550.08,0.3855,71,65.65,170.77,0.1345,1.855,1,Refrigerated
479,2024-03-11,2,Mother Dairy,Delhi,2063,1794,1766,655,56.82,35.19,100344.12,0.3807,71,69.52,168.83,0.1376,2.018,3,Tetra Pack
480,2024-03-18,2,Mother Dairy,Delhi,2019,1865,1920,800,56.44,34.56,108364.8,0.3877,19,72.22,188.21,0.1205,1.726,1,Tetra Pack
481,2024-03-25,2,Mother Dairy,Delhi,1806,1623,1502,751,56.93,35.65,85508.86,0.3738,139,65.85,194.56,0.1455,1.749,2,Tetra Pack
482,2024-04-01,2,Mother Dairy,Delhi,1966,1662,1592,646,57.23,36.11,91110.16,0.369,235,66.68,165.29,0.159,1.816,1,Tetra Pack
483,2024-04-08,2,Mother Dairy,Delhi,1892,1783,1711,682,56.41,35.37,96517.51,0.373,329,65.37,180.01,0.1202,1.828,3,Tetra Pack
484,2024-04-15,2,Mother Dairy,Delhi,1776,1589,1612,694,56.44,34.78,90981.28,0.3838,296,74.34,169.33,0.1552,1.783,1,Tetra Pack
485,2024-04-22,2,Mother Dairy,Delhi,1954,1645,1842,690,57.03,35.54,105049.26,0.3768,85,65.15,191.38,0.1314,1.557,1,Refrigerated
486,2024-04-29,2,Mother Dairy,Delhi,1766,1655,1536,706,56.44,34.97,86691.84,0.3804,170,67.52,191.33,0.1761,1.757,2,Tetra Pack
487,2024-05-06,2,Mother Dairy,Delhi,1942,1608,1709,750,57.28,35.5,97891.52,0.3802,31,66.51,189.31,0.1735,1.629,2,Tetra Pack
488,2024-05-13,2,Mother Dairy,Delhi,1904,1756,1629,832,55.74,34.98,90800.46,0.3724,133,68.81,186.57,0.155,2.366,3,Tetra Pack
489,2024-05-20,2,Mother Dairy,Delhi,1964,1788,1882,818,55.95,34.58,105297.9,0.3819,64,73.92,184.31,0.121,1.89,2,Tetra Pack
490,2024-05-27,2,Mother Dairy,Delhi,2047,1906,1868,728,56.77,35.37,106046.36,0.377,114,65.04,165.01,0.1309,1.87,2,Tetra Pack
491,2024-06-03,2,Mother Dairy,Delhi,1839,1622,1597,724,55.82,34.18,89144.54,0.3877,196,66.1,178.23,0.1558,1.813,3,Tetra Pack
492,2024-06-10,2,Mother Dairy,Delhi,1918,1718,1732,807,55.36,34.64,95883.52,0.3743,191,68.82,189.3,0.1718,2.125,2,Tetra Pack
493,2024-06-17,2,Mother Dairy,Delhi,1653,1501,1606,648,55.32,34.78,88843.92,0.3713,126,73.41,187.85,0.188,1.955,2,Polythene Packet
494,2024-06-24,2,Mother Dairy,Delhi,1776,1604,1665,730,55.25,33.77,91991.25,0.3888,61,67.65,167.29,0.14,1.852,2,Tetra Pack
495,2024-07-01,2,Mother Dairy,Delhi,1750,1511,1547,803,55.0,34.15,85085.0,0.3791,45,71.9,176.79,0.3493,1.586,3,Polythene Packet
496,2024-07-08,2,Mother Dairy,Delhi,1674,1438,1313,782,54.34,33.7,71348.42,0.3798,149,69.72,188.96,0.393,2.078,1,Tetra Pack
497,2024-07-15,2,Mother Dairy,Delhi,1612,1260,1279,646,54.55,34.1,69769.45,0.3749,111,70.07,180.84,0.3393,1.628,3,Tetra Pack
498,2024-07-22,2,Mother Dairy,Delhi,1746,1284,1334,660,53.39,33.04,71222.26,0.3812,32,72.85,185.91,0.2762,1.846,2,Refrigerated
499,2024-07-29,2,Mother Dairy,Delhi,1677,1525,1452,604,53.66,33.21,77914.32,0.3811,81,70.42,183.05,0.2725,1.741,2,Tetra Pack
